study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB45207	SAMEA8898624	ERX5644664	ERR6004104	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004104/ERR6004104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004104/ERR6004104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004104/MGI_F_R1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004104/MGI_F_R2_1.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644665	ERR6004105	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004105/ERR6004105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004105/ERR6004105_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004105/MGI_F_R1_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004105/MGI_F_R2_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644666	ERR6004106	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004106/ERR6004106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004106/ERR6004106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004106/MGI_F_R1_3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004106/MGI_F_R2_3.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644667	ERR6004107	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004107/ERR6004107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004107/ERR6004107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004107/MIS_G1_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004107/MIS_G1_1_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644668	ERR6004108	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004108/ERR6004108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004108/ERR6004108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004108/MIS_G1_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004108/MIS_G1_2_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644669	ERR6004109	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004109/ERR6004109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004109/ERR6004109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004109/MIS_G1_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004109/MIS_G1_3_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644670	ERR6004110	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004110/ERR6004110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004110/ERR6004110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004110/MIS_G2_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004110/MIS_G2_1_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644671	ERR6004111	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004111/ERR6004111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004111/ERR6004111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004111/MIS_G2_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004111/MIS_G2_2_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644672	ERR6004112	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004112/ERR6004112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004112/ERR6004112_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004112/MIS_G2_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004112/MIS_G2_3_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644673	ERR6004113	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004113/ERR6004113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004113/ERR6004113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004113/MIS_G3_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004113/MIS_G3_1_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644674	ERR6004114	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004114/ERR6004114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004114/ERR6004114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004114/MIS_G3_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004114/MIS_G3_2_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644675	ERR6004115	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004115/ERR6004115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004115/ERR6004115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004115/MIS_G3_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004115/MIS_G3_3_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644676	ERR6004116	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004116/ERR6004116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004116/ERR6004116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004116/MIS_G4_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004116/MIS_G4_1_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644677	ERR6004117	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004117/ERR6004117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004117/ERR6004117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004117/MIS_G4_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004117/MIS_G4_2_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644678	ERR6004118	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004118/ERR6004118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004118/ERR6004118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004118/MIS_G4_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004118/MIS_G4_3_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644679	ERR6004119	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004119/ERR6004119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004119/ERR6004119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004119/MGI_G_R1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004119/MGI_G_R2_1.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644680	ERR6004120	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004120/ERR6004120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004120/ERR6004120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004120/MGI_G_R1_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004120/MGI_G_R2_2.fastq.gz	
PRJEB45207	SAMEA8898625	ERX5644681	ERR6004121	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004121/ERR6004121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004121/ERR6004121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004121/MGI_G_R1_3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004121/MGI_G_R2_3.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644682	ERR6004122	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004122/ERR6004122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004122/ERR6004122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004122/MIS_H1_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004122/MIS_H1_1_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644683	ERR6004123	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004123/ERR6004123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004123/ERR6004123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004123/MIS_H1_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004123/MIS_H1_2_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644684	ERR6004124	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004124/ERR6004124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004124/ERR6004124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004124/MIS_H1_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004124/MIS_H1_3_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644685	ERR6004125	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004125/ERR6004125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004125/ERR6004125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004125/MIS_H2_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004125/MIS_H2_1_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644686	ERR6004126	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004126/ERR6004126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004126/ERR6004126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004126/MIS_H2_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004126/MIS_H2_2_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644687	ERR6004127	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004127/ERR6004127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004127/ERR6004127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004127/MIS_H2_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004127/MIS_H2_3_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644688	ERR6004128	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004128/ERR6004128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004128/ERR6004128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004128/MIS_H3_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004128/MIS_H3_1_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644689	ERR6004129	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004129/ERR6004129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004129/ERR6004129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004129/MIS_H3_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004129/MIS_H3_2_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644690	ERR6004130	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004130/ERR6004130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004130/ERR6004130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004130/MIS_H3_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004130/MIS_H3_3_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644691	ERR6004131	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004131/ERR6004131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004131/ERR6004131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004131/MIS_H4_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004131/MIS_H4_1_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644692	ERR6004132	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004132/ERR6004132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004132/ERR6004132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004132/MIS_H4_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004132/MIS_H4_2_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644693	ERR6004133	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004133/ERR6004133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004133/ERR6004133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004133/MiS_H4_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004133/MiS_H4_3_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644694	ERR6004134	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004134/ERR6004134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004134/ERR6004134_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004134/MGI_H_R1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004134/MGI_H_R2_1.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644695	ERR6004135	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004135/ERR6004135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004135/ERR6004135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004135/MGI_H_R1_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004135/MGI_H_R2_2.fastq.gz	
PRJEB45207	SAMEA8898626	ERX5644696	ERR6004136	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004136/ERR6004136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004136/ERR6004136_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004136/MGI_H_R1_3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004136/MGI_H_R2_3.fastq.gz	

